,Movie,ReviewUrl,ReviewDate,ReviewTitle,Review,Rating,Language,cluster
81,Rocky 2,http:/review/rw2387625/?ref_=tt_urv,2011-02-19,Pedestrian sequel,"When you put in a ""Rocky""-movie, you always expect it to be corny to some extent. Hell what am I saying, you demand it to be corny to some extent. This first sequel however, it goes a bit overboard. The hospital scene where Adrian wakes up from a coma and goes ""Win!Win!"" might be the most embarrassing moment of the entire franchise, and keep in mind ""Rocky V"" exists. That's not really the biggest problem though, what bothers me more is that this one just so soullessly copies the original. I know all these sequels have the same premise, but most of them at least get different locations, opponents or other awesome new elements. This one has Rocky fighting Apollo Creed again, right after a training montage that you could pass of as stock footage from the first one. Why still the relatively high rating then? I don't really have an answer to that, apart from that it's ""Rocky"" damn it.",6,English,3
82,Rocky 2,http:/review/rw2473492/?ref_=tt_urv,2011-08-13,"Steady, if rocky in its trajectory; this first sequel just about holds its own without necessarily delivering that knockout blow the first one did.","We arrive at the first Rocky sequel recalling that the 1976 serial Oscar winning, and quite magical, first Rocky film was first and foremost a gritty; street-set drama about two people falling in love. The charm of it was observing a hulking and somewhat brutish, although measured, man whom exuded confidence but found it difficult to find the right words falling in with an equally young women whose eloquence happened to be one of her qualities, but whose shy characteristic made it difficult for her to truly connect with other people. Mingling around in the background was this boxing match, and an egotistical champion in the sport challenging a wild-card to a bout to prove he could, in a literal sense, just about beat anybody. It was the sports movie which wasn't actually a sports movie; a film finishing with a 'big sporting showdown' in which the only real victory was the two leads figuring out that they'd quite like to spend a lot more of their time with one another.

Rocky II kicks off with the final round of that fight, the titular Rocky's duel with an African-American heavyweight to whom he looses by the narrowest of margins. There is an unhinged inferring that that's what 1976's Rocky was all about; a fitting sentiment to begin proceedings when we observe this sequel is mostly all about the fight and the sports which formulates therein between the two, when allowing it to just blur into a more interesting tale, as was in the first film, is all the more engaging. That said, and by the time this first sequel is in full swing, one would have to be rather grizzled; rather sniffy to truly detest Rocky II - like the protagonist at the core of this edition, it is a tough film to love but an easy film to just slot into and generally root for.

When we begin, it is in the aftermath of the monstrous encounter between the proverbial underdog and the established champ: Stallone's Rocky Balboa and Carl Weathers' Creed, fittingly named Apollo as he seemingly reigns down over all around him and within his field. They are treated for the previous night's injuries, and stay in a situation of hospitalisation in the same institute. Around them lie a flurry of fans and press personnel, Rocky's newfound fame seeing an array of autograph hunters desiring interactions with the guy and his name on a piece of paper. Rocky states there and then that he's retired from the sport, a knock-on affect which results in his brother-in-law, manager and close friend Paulie (Young) to veer away and back to the illegal way of life that plagued Rocky's prior existence. It is additionally a decision that, once out of the hospital, sees Rocky revert to what his previous status was before this overnight thrusting into stardom; that is to say, to remain steady with sweetheart Adrian (Shire) and garnering whatever work he can to pay for the expensive gifts and great deal of love he wishes to lavish upon her.

In spite of his victory, Creed happens to want a rematch for reasons that are later revealed to be much more personnel to him this time round than the initial entry's blind egotism, and we feel a little more for him here. Rocky goes on to engage Adrian; an instance instigated during a surreal happening at an open-plan zoo under six inches of snow, in which the lone wildlife occupant of the place appears to be a tiger prowling around in his den. As Rocky and Adrian turn to leave, marriage proposal successfully in-tow, we observe the tiger emblem on the back of Rocky's jacket and sync it up with how out of place the zoo's tiger appeared; the sentiment inferring Rocky as a man having turned his back on the boxing world to do labour work, whilst keeping himself out of the limelight, is prominent and he appears under this guise as out of sorts with the nature of this existence, just as the tiger in the snow appeared to.

We realise before Rocky that his spending ways cannot be supplemented by his meat stacking profession, nor his temperamental nature of trying to shoot TV adverts with equally temperamental directors. He realises coming back out of retirement is the only option, and we are weary of such a decision; weary of Creed's own apparent dedication to right-wrongs; weary of what Rocky has on the line to loose, specifically his sight in one eye and his family of Adrian as well as a newborn son whom arrives as the pressure cooker intensifies. We are weary of Rocky's own dedication, and whether he is genuinely transferring back to a life as a boxer once more out of fondness for the sport or if it is for a cash injection; made weary by his trainer Mickey's (Meredith) deduction, and it's a deduction we trust, that Creed will near-enough kill him if they were to fight again. It is a moment captured quite wonderfully by Stallone's positioning of his character in a doorway, as his trainer stands just outside and his wife on the stairs fearing for his health: the mind has been made up, and Rocky proceeds through the portal and back into his old world away from what's homely and safe. The film is not without merit; its final duel is constructed edifyingly, but its training montages are shot with too much intensity given the material, and the whole thing is too self-aware of its own core dramatics when a fourth-wall breaking telecast greets us ringside upon entry to the stadium – we are here, in this sequel, to see the fight and only the fight. Regardless, we're behind the characters enough to want them to succeed; Rocky himself states at one point that he'd be nothing and nowhere without the lovely Adrian – we'd be at a loss in backing him if he weren't.",6,English,0
83,Rocky 2,http:/review/rw4060917/?ref_=tt_urv,2018-02-12,i did it..,"Rocky II

It always is tricky and a huge risk to create a sequel and live up to the expectation especially when the first one is loved worldwide to this level and acclaimed by the critics and they did it, again; its just as good as the first one. Rocky II is sensationally upbeating and exhilarating with enough content for 2 hours of runtime; even though being predictable, is still fun and filled with all the clichéd drama. Sylvester Stallone's smart idea by picking it up right where it was left off works as a charm and gives enough depth to the characters and the plotline. And he stretches himself too, as a director and writer but also as an actor giving enough range to stage himself up along with a great supporting cast. Rocky II connects with the audience more than the previous one allowing the audience to root and even cheer for the protagonist which shows the excellence of the director on execution but again the choreography seemed a bit loose.",5,English,3
84,Rocky 2,http:/review/rw0170490/?ref_=tt_urv,2004-07-14,"Too slow, too boring, too average to be considered a worthy sequel.","This movie is not bad but it is simply too much of a repeating session of the first movie.

The movie moves very slow and only really starts to become interesting after an hour. Luckily the movie begins to get pace a lot from the moment Rocky begins training again, which are also the best parts of the movie. The drama in the beginning just didn't do it for me, mainly because you already knew how it all would end.

I'm sorry to say but Sly can't act. But still he is perfect for the role and I don't think the movie would have been any better without him. Somehow he still brings much live to the movie and the character. Talia Shire is good and believable as Rocky's shy girlfriend/wife.

But what am I talking about drama and acting skills? ""Rocky"" of course is all about boxing and everything else in the movie doesn't really matter. All the boxing scene's are amazing and I'm not just talking about the end fight but also about the training sessions also helped by Bill Conti's famous musical score which really gets you're adrenaline flowing. The biggest adrenaline rush of the movie is of course the end fight which just couldn't be long enough for me. The movie is worth watching for this alone and the ending actually always keeps bringing tears of joy to my eyes. Yes, I know I'm pathetic. The ending is of course totally over the top; the music, the slow motion, the crowed, the tension but I love it!

Worth watching for the end fight alone.

6/10

http://bobafett1138.blogspot.com/",6,English,1
85,Rocky 2,http:/review/rw0170444/?ref_=tt_urv,2001-12-27,"Predictable, But Fun","Rocky II represents a decent enough follow-up to the original movie. The primary problem with it is its predictability. Rocky struggles to make a go of it without boxing, but we know from the very beginning that he's going to get back into the fight game. Otherwise, there's no movie. As in the first movie, the fight between Rocky and Apollo Creed is magnificently choreographed (although - and I have this problem with the entire ""Rocky"" series - heavyweights just don't punch like that; at least not in any fight I've ever seen) but, again, the result is rather predictable (although how the result comes about is a bit of a surprise.) But one of the great things about the original was the unpredictability of the fight. Would Rocky win or lose? As I recall when I watched the original for the first time, I really didn't know. This time, you know. I mean, the result has to be the way it turns out.

The performances here are decent. Sylvester Stallone was born to play Rocky Balboa. There's no doubt about that. He puts on a believable enough portrayal of a frustrated ex-fighter, unable to make his way, with a wife who doesn't want him fighting. Carl Weathers provides a fuller look at Apollo Creed, battling his personal demons after the embarrassment of his disastrous first match with Rocky. Talia Shire was I thought weaker in this movie. Adrian came across to me as more window-dressing than substance, and Burgess Meredith continued to be the epitome of the gruff old trainer.

Predictability aside, I enjoyed the movie, although it was definitely not up to the standard of the original.

6/10.",6,English,1
86,Rocky 2,http:/review/rw1096683/?ref_=tt_urv,2005-06-06,Round 2!,"A remake really, in which Rocky goes back to the ghetto to warm applause and Apollo Creed goes back to his mansion only to be horrified by the suggestion that, contrary to his feelings on the night, he had in fact been beaten in all but name by the big bag of muscles from the slums. The champion's vanity would shame Narcissus and he rationalises that Rocky's 15 round slog was a bit of a fluke, after all this is a man with an I.Q so low that only someone with Aspurger's syndrome can calculate all the decimals. If he can get him back in the ring for a rematch this should become obvious to everyone. That's everyone except us of course who could tell Creed he was setting himself up to be less Apollo 11, more 13 but nevertheless the stage is set for yet enough climatic confrontation. As we've already seen most of this movie in the first instalment it's only necessary for Stallone to make some minor modifications. His wife gives birth but goes into a coma prompting Rocky to lose his focus on the fight. Mickey reassures him by saying things like ""You're gonna get KILLED"" while Creed pumps iron and laughs off suggestions that he may be making a mistake, and so on and so on... Eventually we do get to the juice as Adrian wakes up and tells Rocky that for the benefit of the film she'll drop her objections and let him fight. At this stage all thats left is for that fanfare to come on, Rocky to play chase with some kids from the neighbourhood and the throttling of some poor chicken and we're off! 

The second film lacks the freshness of the first but it's still easily digestible entertainment. As its unthinkable that Rocky could loose THIS time there's also the inevitable win to look forward to and although hardly a tour de force from a directorial point of view, Stallone does at least acquit himself well in the staging of the fight scenes and shows sufficient acumen in pushing the right audience buttons. Not a knockout then but at least a 6 count.",6,English,0
87,Rocky 2,http:/review/rw3322651/?ref_=tt_urv,2015-09-24,No Match To Its Groundbreaking Predecessor But It's Still Fun & Entertaining,"The second instalment in the Rocky series, Rocky II follows the aftermath of the events that transpired in the first picture and follows Rocky Balboa who, after his loss to Creed, retires from boxing and gets busy enjoying his new found fame but after failing in multiple facets of life, he returns to the boxing arena to face Creed, who's been consistently goading Balboa for a rematch.

Written & directed by Sylvester Stallone, Rocky II stays faithful to the spirit of the original but is highly erratic with its theme & characters. Rocky's inability to handle his sudden fame & money in an effective manner is the story's core element but it's not well executed. Much of the picture feels like plodding for we already know what awaits in the end and can't wait for that final battle, which fortunately is as impressive as it was in the previous chapter.

The set pieces do benefit from a bigger budget, Stallone's direction isn't very good but it's still passable for the most part, Camera-work is best during the training & boxing segments, Its 119 minutes of runtime is excessive for the story it packs in, Bill Conti delivers another sensational soundtrack that's in tune with the last feature while the performances from its entire cast is a step down when compared to their input in Rocky, although it isn't a major departure.

On an overall scale, Rocky II heads into the right direction and tackles the right themes but due to Stallone's inexperience as a director, it isn't able to address & execute them properly and is certainly no match to its groundbreaking predecessor. The final act is pretty much its saving grace for without it, this would've been a highly frustrating experience. Predictable but also true to its origins, Rocky II may not deliver the same high thrills but it manages to be fun & entertaining in bits n pieces, and is worth a shot.",5,English,3
88,Rocky 2,http:/review/rw3384789/?ref_=tt_urv,2015-12-31,Not Quite on the Same Level as Its Predecessor,"This movie begins essentially where the first film left off with both ""Rocky Balboa"" (Sylvester Stallone) and ""Apollo Creed"" (Carl Weathers) being taken to the hospital following their brutal match. Although neither of them initially wanted a rematch events soon overtake both of them which results in Apollo Creed basically having to challenge Rocky in order to regain the respect of the public. Rocky, on the other hand, finds that life after the match with Apollo doesn't go as planned and he soon becomes faced with mounting debts and a pregnant wife by the name of ""Adrian"" (Talia Shire) to support. That said, rather than reveal any more of this movie I will just say that it pretty much followed the same pattern as the first movie except that it was even more slow and predictable. Now don't get me wrong, it wasn't a bad movie by any means. But I don't believe it was on the same level as its predecessor and I have rated it accordingly. Slightly above average.",6,English,1
89,Rocky 2,http:/review/rw1436682/?ref_=tt_urv,2006-08-01,To be the best...,"This time Rocky Balboa(Sylvester Stallone) prepares for a rematch that a critically embarrassed Apollo Creed(Carl Weathers) wants to prove that was sheer beginners luck rather than pure skill, so once again Stallone prepares to do battle by training in Philadelphia and this time Rocky is about to be father as he is now married to his beloved Adrian. Rocky II works the same way one of those Jean-Claude Van Damme tournament movies work, it's appeal is spread over the training montage and of course in the fight sequence itself. Rocky II does have some appeal still in the characters but the first one was far more interesting in this approach and although the characters are still fresh the main reason Rocky II is enjoyable is mainly due to the reasons I mention. Once again though there is still enough magic to satisfy fans of this series and it is a formula that one quite enjoys.

* *1/2 out of 4-(Pretty good)",6,English,1
90,Rocky 2,http:/review/rw1586612/?ref_=tt_urv,2007-01-30,Go Rocky!!!,"Sylvester Stallone returns just three years on as writer, director and star in the second of this hugely popular series. John G. Avildsen does not return to direct, and perhaps this film has suffered as a result.

This time ""Rocky"" gets another chance at the title in this sequel that does not live up to its predecessor. It really misses that down and out feel of the first film. The slow middle does not help, however Burgess Meredith and a well-constructed climactic fight do. Still quite good entertainment. It was also great to see the rest of the original cast returning, including Talia Shire, Burt Young and Carl Weathers, as well as Bill Conti's rousing score. Go ""Rocky""!

Tuesday, February 12, 1991 - Video",6,English,3
91,Rocky 2,http:/review/rw4512722/?ref_=tt_urv,2018-12-15,Characters and Boxing Make This Work,"There are only two things that make this cinematically schmaltzy (dated freeze frames) and emotionally cheap (Adrian's coma) sequel worth watching. One: the final fight is actually a bit better than the first film. Two: Stallone still seems to realize that the characters, specifically the titular one, are what makes these movies fly; so even when the story feels recycled or predictable, we're still invested because of the heart of these lovable people.",6,English,3
92,Rocky 2,http:/review/rw1564666/?ref_=tt_urv,2007-01-05,Very good sequel,"Rocky II picks up where the first Rocky left off. People begin to accuse Apollo of fixing the fight and of being a disgrace to the profession, prompting him to challenge Rocky to a rematch. Meanwhile, Rocky has retired from boxing. He marries Adrian and has a son, but he's having trouble finding a job. Pretty soon it becomes apparent that the only way he can support his family is if he goes back to boxing, so he accepts Creed's challenge and begins training to become the heavyweight champion of the world. Rocky II stays true to the feel of the first film, making it one of the better sequels.

Rocky is the single best underdog story ever captured on film, and it was a huge success, and seeing as Rocky lost by split decision at the end of the first film, it was a good idea to make a sequel. Sylvester Stallone wrote and directed this movie, and he made it a lot like the first film, with some added stuff. However, there seemed to be a little of the finesse of the first film missing. It didn't have exactly the same feel. I think it was that the fight wasn't that important in the first film but this movie is all about the fight. This movie is the last good drama in the series before it turned into an action series with the 3rd installment.

All of the actors from the first film return to their roles, and everyone does just as good, although Rocky comes across as vastly uneducated in some scenes whereas he seemed to at least have a high school diploma in the first film.

This movie is very similar to the first film with what many people would call a more common and likely ending.

7.5/10",7,English,1
93,Rocky 2,http:/review/rw0170451/?ref_=tt_urv,1999-09-07,Faithful to the spirit of the original.,"""Rocky II"" isn't as wildly entertaining as the next installment (which is my favorite), and it's slightly overlong, too. But it's still an earnestly made, appealingly tender sequel. Stallone dedicates time to character development and quirky humor (the scene where he attempts to star in commercials is really funny), making the movie more suitable for viewers who prefer dialogue over action - although the actual fight is more dynamic than the one in the original.",7,English,3
94,Rocky 2,http:/review/rw0170489/?ref_=tt_urv,2004-07-09,"Not as good as the first, but definitely a worthy sequel","Like in my review of the first Rocky, I will point out right away that I am not a fan of boxing, in or out of movies, so my review will be based on the drama of the film, rather than the boxing. I really enjoyed the first Rocky, and it was obvious from the very first glance that it was not a boxing movie, but rather a drama that involved boxing, much like 8 Mile isn't a movie about rapping, but rather a drama that involves rapping. The sequel is the same thing, and I'm very glad that it is, since that allows non-boxing-fans like myself to enjoy it. The film picks up exactly where the first one left off, and follows the events of the first film directly. Personally, it felt a little like the plot was mainly made up to make a sequel to the first, but, hey, the film is good, almost as good as the first, so I'm not complaining. It just doesn't seem one hundred percent likely. The plot is good, about as good as the first. It takes off at the beginning, like the first, and remains interesting throughout the entire runtime. The acting and characters are just as good as they were in the first, as pretty much every one of them were in the first as well. The direction lacks a little, which the first didn't, probably due to Stallone taking over directing duties. One thing that bothered me a little was that the end boxing match seemed a little unrealistic, more than the one in the first Rocky, but, like I said, I'm no fan, so I don't know for sure if it is unrealistic. All in all, a worthy sequel to the first, and definitely worth watching for any fan of the first film. I recommend it to fans of the first Rocky, fans of dramas and possibly boxing fans in general. 7/10",7,English,1
95,Rocky 2,http:/review/rw2861435/?ref_=tt_urv,2013-09-01,Entertaining Sequel.,"Sylvester Stallone returns as writer, star, and now director of this exciting sequel that pushes all the expected buttons, and tells the story of how Rocky, despite not wanting a rematch, gives in to the public pressure of champion Apollo Creed, and agrees. He is re-trained by his manager, again played memorably by Burgess Meredith, and also must deal with his growing family(now married to Adrian, with new baby) who really need the money.

Sure this film is totally predictable, the outcome not in doubt, but credit Stallone for shrewdly knowing what his audience would want, and gave it to them in an entertaining film.",7,English,1
96,Rocky 2,http:/review/rw0170426/?ref_=tt_urv,2000-06-21,Good sequel,"In the serie of sequels Rocky II (1979) isn't so bad movie. It has a lot of same things that in the original Rocky: strong sportsdrama, great feelings and awesome final match. That what isn't good in this sequel that this has been done before.

Rocky II continues directly from where Rocky ended. Unknown Rocky (Sylvester Stallone, this time also the director) almost won the heavyweigt champion Apollo Creed (Carl Weathers). Rocky is now famous, but life continues.

Rocky marries his girlfriend Adrian (Talia Shire) and of course Adrian is expecting a baby to born. Doctor forbids Rocky for fighting because of his injured eye, but what else Rocky could do? Nothing. Meanwhile Apollo Creed wants to take a rematch, 'cause he wants to show that Rocky's almost victory was just luck. Sly is the best. 8 out of 10.",7,English,1
97,Rocky 2,http:/review/rw2913761/?ref_=tt_urv,2013-11-30,Rematch of the century,"After the success of Rocky"" Stallone tried to establish himself as a serious drama actor . Unfortunately , neither ""F.I.S.T."" (which I saw and I think is nice) or ""Paradise alley"" came close to the success of Avildsen's movie. Stallone was kinda forced to return to Balboa , if he didn't want his career to end.

It's hard to think something new in the movie about boxing . ""Rocky 2"" certainly lacks the freshness of original and feels like a copy . Once again Rocky has trouble in everyday life , there is training montage (hell , TWO training montages) and epic fight at the end. The movie does gets too sappy at times . The movie doesn't have anything to add to characters audience already met.

It doesn't mean that it's a bad movie . ""Rocky 2"" feels very realistic in terms of story . Loosing hard earned money , failing into obscurity, becoming a sell out – those a serious real life problems that do feel important here. Stallone is director here and he handles some of the dramatic scenes really well ( for example Balboa talking with Mick about going back). The training scenes feel inspirational and the main fight is exciting. There are some good dialogues here and jokes (the talk in the church about condominium).

""Rocky 2"" doesn't comes close to the first movie. It isn't that well made and it's not that deep. It doesn't feel inspired . Still, it's a solid craftsmanship and a good sequel overall. I give it 7/10.",7,English,3
98,Rocky 2,http:/review/rw4282186/?ref_=tt_urv,2018-08-12,Second part of franchise did well as the first,Stallone continues the legend of Balboa enough good as the first and with a few things that work better than the 1976 movie.But the second part didn't change the plot a lot so we see some twists that looks familiar and the first movie had for sure more iconic scenes in it.But the Rocky II is for sure a very good film has some better technically tricks and the final fight is a bit better than the first movie.,7,English,1
99,Rocky 2,http:/review/rw0170470/?ref_=tt_urv,2003-05-27,Great Sequel.,"ROCKY II continues the saga of club fighter Rocky Balboa.  In this interesting sequel, heavyweight champ Apollo Creed (Carl Weathers), destined to take Rocky down by knockout, tempts the underdog for a rematch.  The actors turn in fine performances and the story is satisfactory.  However, this time around, the training sequences are a little bit déjà vu, and the climaxing match between Rocky and Apollo is not as amusing.  Has its share of fun, though, and still packs a punch.

4 out of 5",7,English,1
100,Rocky 3,http:/review/rw0196283/?ref_=tt_urv,2001-08-09,"Stallone,Mr. T, and boxing  what else could you want?","This is a great 3rd Installment, Mr. T makes a great bad guy, and Stallone gets to show off his muscles a 3rd time. Some people choose not to appreciate the DVD collection, because the first is the only one remixed into 5.1 sound, but it offers you WideScreen, and 5 of the best movies to hit the screen. Francis Ford Coppola's sister, Talia Shire returns in the role she has in all 5, and Carl Weathers, Apollo, is back. The good thing about the Rocky films is none of them are ""copies"" of the other, each one has it's own qualities, nothing is ""rehashed"".",10,English,3
101,Rocky 3,http:/review/rw0949997/?ref_=tt_urv,2004-10-21,best rocky ever,"This is the best rocky out of them all. Excellent acting, excellent storyline, everything is brilliant.Mr T has got attitude, and when rocky loses his first match and has a little chat with adrian on the beach, then the training starts. With eye of the tiger, a classical soundtrack that is like no other. An absolute masterpiece.The fights are marvelous. Especially the slow motion bits. The film is well directed as well. One thing that is a shame in this film is the death of mickey. What a shame. He was such a great character. But this is what drives rocky to carry on and put away the guilt. also apollo wouldn't have trained him and there would be no ""Eye of the Tiger man"".",10,English,1
102,Rocky 3,http:/review/rw0950687/?ref_=tt_urv,2004-10-22,"A fighter, A lover, A legend, The Greatest Challenge.","The third installment in the Great Rocky Series. Rocky gains international fame and becomes a household name. Rocky wins 10/10 title defences when a new challenger steps forward. Clubber Lang. Clubber is a tough fighter who can match Rocky's determination and strength. Rocky after losing the Eye of the Tiger faces Clubber and is beaten in the 2nd round. To make matters worse is trainer and friend Mickey Goldmill dies after suffering a heart attack during the fight. Then an unlikely allie steps forward to help Rocky train for the rematch with Clubber. Apollo Creed. After training with Apollo for a few weeks they are going no where because Rocky has lost the Eye of the Tiger. After a long talk with wife Adrian Rocky regains his Eye of the Tiger and starts training with renewed energy. Then Rocky meets Clubber in a heart pounding fight. Rocky III 5/5.

Elliot Waters",10,English,1
103,Rocky 3,http:/review/rw3527104/?ref_=tt_urv,2016-08-17,Rocky III: An American Tradition,"After the recap of the fight from the previous movie, Rocky III opens with a montage which begins with fireworks and giant light up sign of Rocky as if to say ""Welcome to the 80's!""; a decade when everything was larger than life. The song of choice is Eye of Tiger, the montage is edited like an MTV music video and Rocky even appears on The Muppet Show; and all that merchandise, me want!

Rocky III is ridiculously entertaining while still managing to have thematic substance. Rocky is no longer struggling with fame. A man who couldn't film a simple commercial in Rocky II is now making all sorts of endorsements. He could barely drive a car in Rocky II, now he can now drive with ease. Rocky has also become a more intelligent man instead of the dum dum he was in first two movies. Not to mention does he looks different, very handsome I might add and in such physical shape. I think Stallone looks like Al Pacino here, especially when wearing a suit.

Rocky III brought the series in a different direction, distant from the first two movies. But despite Rocky's wealth and fame, Rocky III is not a movie which cheapens out. The primary theme of the movie is about Rocky's fame making him soft or as Mickey puts it, ""You got civilised"". Once Rocky discovers Mickey has been hand picking fighters his seemingly perfect bubble of a life is burst; ""You wake up after a few years, thinking you're a winner, but you're not, you're really a loser"". This continues the series theme of being semi-autobiographical of Stallone's own life as the movie examines what fame and fortune can do to a person. Adrian's role is smaller is time round although her character still sees an evolution as the famous lifestyle has taken away her shyness and made her more outspoken and pretty hot too I might add. Just listen to the words of motivation she gives Rocky on the beach; a far cry from the Adrian in the first movie.

Even when Rocky discovers Mickey has been hand picking fighters prior to his first fight with Clubber Lang, Rocky is training in the most superficial gym. It's full of photographers and visitors, musicians are playing and merchandise is being sold. Unsurprisingly he gets the worst beating of his life at the hands of Clubber Lang. The solution to Rocky getting his so-called ""eye of the tiger"" back; get away from the superficiality of his wealthy lifestyle and back to the nitty-gritty. As Apollo Creed puts it, ""Man, when we fought, you had that eye of the tiger man, the edge! And the only way to get it back is to go back to the beginning; you know what I'm saying?"". I stick by these words as some of the wisest words I've heard uttered in a motion picture. Whenever you lose your mindset of determination whether physically or mentality, go back to where you first started in order to reclaim it. Rocky III humanises Apollo Creed with Rocky and Apollo becoming friends being a great spin on the story. I always think of his intense shouting of ""There is no tomorrow!"" whenever I need some motivation.

The hypnotic, uneasy music which plays when Rocky is training poorly under Apollo and stuck with the threat of living with failure reminds me of Bernard Herman's score to Vertigo in possibly the most uneasy scenes in the series. Likewise, the scene of Paulie in the arcade has to be the most surreal scene in the entire series in which he throws a bottle pinball machine in slow motion complete with odd sound effects; it's an image which doesn't leave your head.

Mr. T as Clubber Lang, oh man! What a beast! A true larger than life villain with outbursts of immensely entertaining lightning fast dialogue; he sure has a way with words with such a violent temper and high levels of anger. You do not want to be stuck in an elevator with this guy. Which raises the question; is Clubber responsible for the death of Mickey by pushing him to the side? Yet even close to death Mickey can still inspire with scenery-chewing words of motivation; his death being one of the series most emotional moments. The boxer vs. wrestler charity fight on the other hand between Rocky and Thunderlips (Hulk Hogan) has nothing to do with the rest of the movie but dam is it entertaining. It's so over the top with such intense pain on display. The referee and police officers are thrown to the side, the audience is assaulted and even Paulie gets in on the action (I do love those bits of humour Paulie provides).

The final fight in Rocky III is the only in ring fight in the series which takes place in real time until Creed. Meanwhile, the final scene of the movie is such fun, with Rocky and Apollo playing off each other which along with the training montage gives off some homoerotic vibes along the way with sweaty, shirtless, muscular men in tank tops as well as men hugging and jumping in the sea.

Also, the film's trailer refers to Rocky III as an ""American tradition"". What's the tradition? Hollywood sequels?",10,English,3
104,Rocky 3,http:/review/rw1845221/?ref_=tt_urv,2008-03-23,Rocky Three  The eye of the Tiger.,Rocky Three opens up with Rocky enjoying the Good life he's rich successful and Paulie is jealous. Mickey Rocky's Trainor has been keeping a eye on the contenders coming up and notices Clubber Lang slamming thru the Ranks Lang is mean and sadistic and he wants his Title Shot NOW. Rocky tries to retire but is tricked into giving Lang a shot and then Rocky learns the truth. For the past 4 years he's been giving Rocky good fighters to defend the Title against but not killers like Lang because Mickey was worried That Rocky could be killed his injuries from the Creed fights was that severe so Mickey helped him get ten easy Title Defenses. The Public doesn't care to them Rocky is a hero. When rocky meets Lang he loses Everything The Heavy Weight Championship and Mickey. His life spirals into a downward spin until a friend from the past offers to help him out once again Enter Apollo Creed. Rocky 3 Was the best in the series and to many it still is the fact that Stallone finds ways to put Rocky into hardships is inventive and let's Face it Rocky 3 is the sleekest and the most attractive looking of the series it mirrors Rocky's life. A great Story with an original way of telling it well worth seeing. GO FOR IT.,10,English,1
105,Rocky 3,http:/review/rw1013124/?ref_=tt_urv,2005-02-03,Should have stopped at 3,"Rocky 3 was on British telly again last night about the 4 time i've seen it Definitely the best of the lot , capped by a film stealing performance from Carl Weathers as Apollo Creed. The scenes with Apollo training even reawakening Rocks will to fight , hie 'eye of the tiger' , are superb. Clubbers great so many classic one liners 'No I don't hate Balboa , I Pity da Fool' The way Rocky actually out boxed Clubber in the films climax is a refreshing change from the others where , Drago especially n Rock just beat each other senseless. The series went rapidly downhill after Rocky III, with Rocky IV Bing stereotyped and clichéd , and Rocky V Bing just plainly poor.",10,English,3
106,Rocky 3,http:/review/rw3488512/?ref_=tt_urv,2016-06-15,go for It.,"Rocky III is a sleek shiny plastic cover. but that's a Good thing. it serves to prove a point. And that point is from the time Rocky became the Champion. his life turned from being about the streets. And being about one of the people to being a celebrity . Rocky hasn't sold out. He was swept up by all the fame and all the changes fame makes, More money bigger house more people knowing who you are. It feeds the Ego. And Rocky has quietly slipped into this trap, But Rocky is still fighting. Defending the Championship against ten fighters. Rocky has become a icon. the public loves him. Then a shadow looms over the happiness like a thunder cloud at a family picnic. Clubber Lang. Clubber Lang is a hungry fighter. A top ranked contender he demands a shot at the title. But in the meantime he destroys his way to the top. undefeated. and angry he confronts Rocky at a Civic unveiling of a statue honoring Rocky. angry Rocky accepts and Gives Clubber his shot. but Mickey mysteriously walks away. Leaving Rocky hurt and angry. Once they are home he confronts Mickey who tells him the truth. the beating that Apollo gave him should have killed him. Anymore fights of that type would have. So Mickey working behind the scenes found good strong fighters. fighters that would give Rocky a good fight but not devastate him like clubber. Rocky is crushed. Those ten title defenses he believes are fake set ups just to keep the Title Longer. Rocky begs Mickey to train him .Mickey agrees. Rocky trains poorly. clubber Trains Hard and on the day of the fight two things happen that'll impact Rocky forever. The first is during a brawl between both fighters on route to the ring. Mickey suffers a heart attack and dies. And Apollo Creed while being a guest of honor is treated like trash by Clubber. Clubber destroys Rocky, And the Championship becomes Clubber Lang's. Rocky is not only crushed but depressed and angry. Apollo offers him a solution. Let him train Rocky. Beat Lang regain the Title. To do that Rocky must go back to Apollo's roots and to Apollo's trainer Duke. while Apollo and Duke train the body. Adrian trains the mind and spirit. Rocky scared and angry Soon becomes once again Rocky the Warrior and during the rematch not only beats Clubber but destroys him. Rocky has come back. He has now learned the lessons he needed. Never forget where you come from never forget what drives you and never forget the people that love you and support you.

Rocky III some say is easily the best Rocky. And Every Rocky does have a point . the first Rocky had him as a club fighter a man no one paid attention to. and a man destined to be forgotten. until he was given a chance.A shot at the big time Rocky had a dream and it was simply to be standing at the end. dreams are worth fighting for. Rocky II was about not forgetting about what's the most important things in life are. while pursuing your dreams. Rocky III it's point is simple. Never forget who you are and never lose yourself in superficial things be honest to yourself at least.

Stallone once said that Rocky III was about how fame changed him. and how people had changed around him it was as Stallone said very surreal. Like Alice falling down the Rabbit hole into Wonderland .

And he captures that perfectly here. Creating a classic Rocky film that can easily take its place among the best. Someone Says Rocky and chances are you'll think of either the first Rocky but more likely you'll think of Rocky III and for good reason. It's unforgettable. and its a great time at the movies.",10,English,6
